season,checkpoint,position,candidate,reference,passed,blocks,improvementPct,winPct,recentImprovementPct
2014,4,QB,02_role_isolated,production_usage,False,1,0.30157396098634115,100.0,0.30157396098634115
2014,4,QB,05_coach_scheme_isolated,production_usage,False,1,0.334366927138078,100.0,0.334366927138078
2014,4,QB,06_trade_team_change_isolated,production_usage,False,1,0.029139063535139655,100.0,0.029139063535139655
2014,4,QB,07_opportunity_competition_isolated,production_usage,False,1,0.8174748277687092,100.0,0.8174748277687092
2015,4,QB,02_role_isolated,production_usage,False,2,-10.447131371916102,50.0,-9.981310228342801
2015,4,QB,05_coach_scheme_isolated,production_usage,True,2,1.9622219129474212,100.0,1.8916748798326828
2015,4,QB,06_trade_team_change_isolated,production_usage,False,2,-3.3889296289176642,50.0,-3.2407993548225686
2015,4,QB,07_opportunity_competition_isolated,production_usage,False,2,-10.418738337344209,50.0,-9.931789862723313
2015,4,QB,02_role_isolated,05_coach_scheme_isolated,False,2,-7.858311840488202,50.0,-7.500718352582197
2015,4,QB,06_trade_team_change_isolated,05_coach_scheme_isolated,False,2,-5.1216372426364,50.0,-4.895154945212236
2015,4,QB,07_opportunity_competition_isolated,05_coach_scheme_isolated,False,2,-4.681062787649589,50.0,-4.444767381590435
2016,4,QB,02_role_isolated,production_usage,False,3,-4.98894948166218,66.66666666666666,-4.840946713178457
2016,4,QB,05_coach_scheme_isolated,production_usage,True,3,1.4152112928100615,100.0,1.3849745950327295
2016,4,QB,06_trade_team_change_isolated,production_usage,False,3,-5.297858450114464,33.33333333333333,-5.148835316907905
2016,4,QB,07_opportunity_competition_isolated,production_usage,False,3,-6.497308734514568,66.66666666666666,-6.292677145634324
2016,4,QB,02_role_isolated,05_coach_scheme_isolated,False,3,-4.36119223944447,66.66666666666666,-4.2304198069810015
2016,4,QB,06_trade_team_change_isolated,05_coach_scheme_isolated,False,3,-3.7203447617184984,33.33333333333333,-3.614516512896546
2016,4,QB,07_opportunity_competition_isolated,05_coach_scheme_isolated,False,3,-0.6354289622104401,66.66666666666666,-0.5980624713992846
2017,4,QB,02_role_isolated,production_usage,False,4,-5.612906661190923,50.0,-5.513715254313646
2017,4,QB,05_coach_scheme_isolated,production_usage,False,4,-1.7936077701412345,75.0,-1.883623680459401
2017,4,QB,06_trade_team_change_isolated,production_usage,False,4,-2.7303516263827814,50.0,-2.5636630528985553
2017,4,QB,07_opportunity_competition_isolated,production_usage,False,4,-5.140438716183448,50.0,-4.956890617936792
2018,4,QB,02_role_isolated,production_usage,False,5,-5.043876209035443,40.0,-6.332982170048749
2018,4,QB,05_coach_scheme_isolated,production_usage,False,5,-2.8385997259675664,60.0,-3.9280322489609976
2018,4,QB,06_trade_team_change_isolated,production_usage,False,5,-3.213799788700653,40.0,-3.9855406857389704
2018,4,QB,07_opportunity_competition_isolated,production_usage,False,5,-4.12642831061749,60.0,-5.163255669891123
2019,4,QB,02_role_isolated,production_usage,False,6,-4.906009486934415,33.33333333333333,-2.2341499277565164
2019,4,QB,05_coach_scheme_isolated,production_usage,False,6,-1.5238332266724073,66.66666666666666,-3.468423161204473
2019,4,QB,06_trade_team_change_isolated,production_usage,False,6,-2.511708478930048,50.0,-2.0623361008364016
2019,4,QB,07_opportunity_competition_isolated,production_usage,False,6,-3.409970611976028,50.0,0.0960852572167522
2020,4,QB,02_role_isolated,production_usage,False,7,-4.49011631193897,28.57142857142857,-4.1020722032023755
2020,4,QB,05_coach_scheme_isolated,production_usage,False,7,-0.3919948310991369,71.42857142857143,-2.0321427037075215
2020,4,QB,06_trade_team_change_isolated,production_usage,False,7,-1.1572113962498305,57.14285714285714,1.7880830338060345
2020,4,QB,07_opportunity_competition_isolated,production_usage,False,7,-2.6622907873193484,57.14285714285714,0.24405283759495694
2021,4,QB,02_role_isolated,production_usage,False,8,-4.514052000374515,25.0,-3.3475385393663566
2021,4,QB,05_coach_scheme_isolated,production_usage,False,8,-1.167489462621821,62.5,-0.7548055491524874
2021,4,QB,06_trade_team_change_isolated,production_usage,False,8,-1.7442644411983586,50.0,-0.8938904518990164
2021,4,QB,07_opportunity_competition_isolated,production_usage,False,8,-2.9504249474691546,50.0,-0.6427338097864567
2022,4,QB,02_role_isolated,production_usage,False,9,-4.81118667752843,22.22222222222222,-4.573069382752217
2022,4,QB,05_coach_scheme_isolated,production_usage,False,9,-2.5373791309961775,55.55555555555556,-2.3208169452957454
2022,4,QB,06_trade_team_change_isolated,production_usage,False,9,-1.9149457937844547,44.44444444444444,-0.45776741566899803
2022,4,QB,07_opportunity_competition_isolated,production_usage,False,9,-3.296106002100546,44.44444444444444,-2.3742662485878854
2023,4,QB,02_role_isolated,production_usage,False,10,-4.413267858055199,30.0,-3.647600642517443
2023,4,QB,05_coach_scheme_isolated,production_usage,False,10,-2.7530052072555966,50.0,-4.794909421104676
2023,4,QB,06_trade_team_change_isolated,production_usage,False,10,-1.724151102292265,50.0,-0.5740712118880477
2023,4,QB,07_opportunity_competition_isolated,production_usage,False,10,-3.4773040500249306,40.0,-3.660866318988227
2024,4,QB,02_role_isolated,production_usage,False,11,-4.10871240625406,27.27272727272727,-3.264984176094087
2024,4,QB,05_coach_scheme_isolated,production_usage,False,11,-2.218508145494583,54.54545454545454,-5.76501553008296
2024,4,QB,06_trade_team_change_isolated,production_usage,False,11,-1.7453493498554904,45.45454545454545,-2.8780649849129483
2024,4,QB,07_opportunity_competition_isolated,production_usage,False,11,-3.655262209856118,36.36363636363637,-5.670304967687445
2025,4,QB,02_role_isolated,production_usage,False,12,-3.6161160883537278,33.33333333333333,-1.7659692750002276
2025,4,QB,05_coach_scheme_isolated,production_usage,False,12,-1.7975035159145925,58.333333333333336,-3.0003398019986744
2025,4,QB,06_trade_team_change_isolated,production_usage,False,12,-1.3311819482269796,50.0,-0.5063576672215468
2025,4,QB,07_opportunity_competition_isolated,production_usage,False,12,-3.143488333558574,41.66666666666667,-3.57623843227196
2014,8,QB,02_role_isolated,production_usage,False,1,-0.05322524297508525,0.0,-0.05322524297508525
2014,8,QB,05_coach_scheme_isolated,production_usage,False,1,0.36700306335811705,100.0,0.36700306335811705
2014,8,QB,06_trade_team_change_isolated,production_usage,False,1,0.01612972445081811,100.0,0.01612972445081811
2014,8,QB,07_opportunity_competition_isolated,production_usage,False,1,1.6894943767909034,100.0,1.6894943767909034
2015,8,QB,02_role_isolated,production_usage,False,2,-9.033493065541052,0.0,-8.908130941128622
2015,8,QB,05_coach_scheme_isolated,production_usage,False,2,-3.224942286776948,50.0,-3.174799695401797
2015,8,QB,06_trade_team_change_isolated,production_usage,False,2,-3.209702775269442,50.0,-3.1646710208547995
2015,8,QB,07_opportunity_competition_isolated,production_usage,False,2,-3.007267116096268,50.0,-2.9417015884037587
2016,8,QB,02_role_isolated,production_usage,False,3,-9.476986640911878,0.0,-9.391024438823113
2016,8,QB,05_coach_scheme_isolated,production_usage,False,3,-5.826424804969858,33.33333333333333,-5.769929242788484
2016,8,QB,06_trade_team_change_isolated,production_usage,False,3,-8.305478428734382,33.33333333333333,-8.22956991072752
2016,8,QB,07_opportunity_competition_isolated,production_usage,False,3,-3.697918072858902,33.33333333333333,-3.648774867913807
2017,8,QB,02_role_isolated,production_usage,False,4,-5.686295334334868,25.0,-5.512705232858385
2017,8,QB,05_coach_scheme_isolated,production_usage,False,4,-4.762579014359297,25.0,-4.689456330336118
2017,8,QB,06_trade_team_change_isolated,production_usage,False,4,-5.66033918499353,50.0,-5.527202488212729
2017,8,QB,07_opportunity_competition_isolated,production_usage,False,4,-1.3588936519559318,50.0,-1.2547206610181931
2018,8,QB,02_role_isolated,production_usage,False,5,-6.764678180351961,20.0,-8.848996399594999
2018,8,QB,05_coach_scheme_isolated,production_usage,False,5,-4.178952136397977,20.0,-5.562214256191386
2018,8,QB,06_trade_team_change_isolated,production_usage,False,5,-6.170510080157185,40.0,-8.092769337690829
2018,8,QB,07_opportunity_competition_isolated,production_usage,False,5,-2.371155466772364,40.0,-3.6542274069026885
2019,8,QB,02_role_isolated,production_usage,False,6,-5.559044593797097,33.33333333333333,-3.6245021143015497
2019,8,QB,05_coach_scheme_isolated,production_usage,False,6,-2.6143622549674554,33.33333333333333,-2.123140253297972
2019,8,QB,06_trade_team_change_isolated,production_usage,False,6,-4.861894760797983,50.0,-5.559518165627542
2019,8,QB,07_opportunity_competition_isolated,production_usage,False,6,-1.141126194845322,50.0,-0.0811013507264694
2020,8,QB,02_role_isolated,production_usage,False,7,-4.458965406400994,42.857142857142854,-0.5760671469612889
2020,8,QB,05_coach_scheme_isolated,production_usage,False,7,-1.8921998423241182,42.857142857142854,1.2148171214279189
2020,8,QB,06_trade_team_change_isolated,production_usage,False,7,-3.4501689265447864,57.14285714285714,0.2970444895678722
2020,8,QB,07_opportunity_competition_isolated,production_usage,False,7,-1.3481979955360046,42.857142857142854,0.5299056881185189
2021,8,QB,02_role_isolated,production_usage,False,8,-3.60829101495953,50.0,-1.5808754424722802
2021,8,QB,05_coach_scheme_isolated,production_usage,False,8,-2.0498222503346737,37.5,0.7487677489471678
2021,8,QB,06_trade_team_change_isolated,production_usage,False,8,-3.184480955481988,50.0,-0.7325295455303735
2021,8,QB,07_opportunity_competition_isolated,production_usage,False,8,-1.5018830105416365,37.5,-1.622067780891471
2022,8,QB,02_role_isolated,production_usage,False,9,-3.7112963918693276,44.44444444444444,0.06608462039633603
2022,8,QB,05_coach_scheme_isolated,production_usage,False,9,-2.05987518958864,33.33333333333333,0.622199914634019
2022,8,QB,06_trade_team_change_isolated,production_usage,False,9,-3.393840448405998,44.44444444444444,0.014147157068635771
2022,8,QB,07_opportunity_competition_isolated,production_usage,False,9,-1.8736802309174148,33.33333333333333,-1.2509425476041292
2023,8,QB,02_role_isolated,production_usage,False,10,-3.7474537250480915,40.0,-1.1794806378100058
2023,8,QB,05_coach_scheme_isolated,production_usage,False,10,-1.8896782402494867,30.0,-0.8611395177584131
2023,8,QB,06_trade_team_change_isolated,production_usage,False,10,-3.442373317122909,40.0,-1.4795941479850077
2023,8,QB,07_opportunity_competition_isolated,production_usage,False,10,-2.056293977865714,30.0,-3.4621952330695422
2024,8,QB,02_role_isolated,production_usage,False,11,-3.5387386991979457,36.36363636363637,-1.7598224583728537
2024,8,QB,05_coach_scheme_isolated,production_usage,False,11,-2.0862166276096166,27.27272727272727,-2.478299012885457
2024,8,QB,06_trade_team_change_isolated,production_usage,False,11,-3.1389197302742256,45.45454545454545,-2.5543146376237678
2024,8,QB,07_opportunity_competition_isolated,production_usage,False,11,-2.2122545911568907,27.27272727272727,-3.9930512863263785
2025,8,QB,02_role_isolated,production_usage,False,12,-3.3120050042066644,33.33333333333333,-2.699955158774832
2025,8,QB,05_coach_scheme_isolated,production_usage,False,12,-2.140368233193093,25.0,-2.348499439857649
2025,8,QB,06_trade_team_change_isolated,production_usage,False,12,-3.628542347938986,41.66666666666667,-4.534725786219361
2025,8,QB,07_opportunity_competition_isolated,production_usage,False,12,-1.7042382077375076,33.33333333333333,-2.386504019654144
2014,12,QB,02_role_isolated,pace,False,1,-6.871352980720459,0.0,-6.871352980720459
2014,12,QB,05_coach_scheme_isolated,pace,False,1,-10.75911701882267,0.0,-10.75911701882267
2014,12,QB,06_trade_team_change_isolated,pace,False,1,-10.870836390839044,0.0,-10.870836390839044
2014,12,QB,07_opportunity_competition_isolated,pace,False,1,-9.920165600034707,0.0,-9.920165600034707
2015,12,QB,02_role_isolated,pace,False,2,-6.171438943629349,0.0,-6.164618147987923
2015,12,QB,05_coach_scheme_isolated,pace,False,2,-5.3741705685755585,0.0,-5.321693239459517
2015,12,QB,06_trade_team_change_isolated,pace,False,2,-15.147153899615292,0.0,-15.188827428476966
2015,12,QB,07_opportunity_competition_isolated,pace,False,2,-7.731278953764062,0.0,-7.709947836362001
2016,12,QB,02_role_isolated,pace,False,3,-7.65948620850749,0.0,-7.645204678357143
2016,12,QB,05_coach_scheme_isolated,pace,False,3,-7.271824612999379,0.0,-7.226408693532301
2016,12,QB,06_trade_team_change_isolated,pace,False,3,-13.325821397159991,0.0,-13.364008987556485
2016,12,QB,07_opportunity_competition_isolated,pace,False,3,-6.830066530039034,0.0,-6.822894444271884
2017,12,QB,02_role_isolated,pace,False,4,-4.6472518744139055,25.0,-4.509010483155166
2017,12,QB,05_coach_scheme_isolated,pace,False,4,-5.19975911077849,25.0,-5.078642347847119
2017,12,QB,06_trade_team_change_isolated,pace,False,4,-9.873995524817957,25.0,-9.755466185315584
2017,12,QB,07_opportunity_competition_isolated,pace,False,4,-4.701723424514588,25.0,-4.606180760763887
2018,12,QB,02_role_isolated,pace,False,5,-4.513744668165809,20.0,-3.877110059468961
2018,12,QB,05_coach_scheme_isolated,pace,False,5,-6.649646499883219,20.0,-5.692585785144483
2018,12,QB,06_trade_team_change_isolated,pace,False,5,-11.5524542374321,20.0,-11.61226199554656
2018,12,QB,07_opportunity_competition_isolated,pace,False,5,-5.34502413319486,20.0,-4.298990012586538
2019,12,QB,02_role_isolated,pace,False,6,-3.5769092825781303,16.666666666666664,-2.3608621851200904
2019,12,QB,05_coach_scheme_isolated,pace,False,6,-3.6331111712276822,33.33333333333333,-2.795443210655053
2019,12,QB,06_trade_team_change_isolated,pace,False,6,-8.215966184589064,33.33333333333333,-5.193052260471948
2019,12,QB,07_opportunity_competition_isolated,pace,False,6,-3.931608873692008,33.33333333333333,-2.2674538206258044
2020,12,QB,02_role_isolated,pace,False,7,-3.385244457704499,14.285714285714285,-0.38544988209336023
2020,12,QB,05_coach_scheme_isolated,pace,False,7,-3.4769260871256464,28.57142857142857,-0.8249951443195721
2020,12,QB,06_trade_team_change_isolated,pace,False,7,-7.383559667443277,28.57142857142857,-3.2614579972002686
2020,12,QB,07_opportunity_competition_isolated,pace,False,7,-3.379552372377219,28.57142857142857,-0.9874825795646411
2021,12,QB,02_role_isolated,pace,False,8,-4.197966377953241,12.5,-3.787796168407805
2021,12,QB,05_coach_scheme_isolated,pace,False,8,-3.9968253476757494,25.0,-2.8594108753084706
2021,12,QB,06_trade_team_change_isolated,pace,False,8,-7.145625251438681,25.0,-4.579544568747326
2021,12,QB,07_opportunity_competition_isolated,pace,False,8,-3.9825350287944343,25.0,-3.3332876798667703
2022,12,QB,02_role_isolated,pace,False,9,-2.247848104884842,22.22222222222222,0.026090865742240038
2022,12,QB,05_coach_scheme_isolated,pace,False,9,-2.7022475908862282,33.33333333333333,1.4118051757259977
2022,12,QB,06_trade_team_change_isolated,pace,False,9,-5.076195029766391,33.33333333333333,1.6558374765036514
2022,12,QB,07_opportunity_competition_isolated,pace,False,9,-2.328182447586897,33.33333333333333,0.7477432955354137
2023,12,QB,02_role_isolated,pace,False,10,-2.350999661073876,20.0,-0.7157547373859506
2023,12,QB,05_coach_scheme_isolated,pace,False,10,-2.2005353744036737,40.0,-0.1986997080401847
2023,12,QB,06_trade_team_change_isolated,pace,False,10,-5.192076694947402,30.0,-0.9640030928335608
2023,12,QB,07_opportunity_competition_isolated,pace,False,10,-2.517848069712051,30.0,-0.6088793142614601
2024,12,QB,02_role_isolated,pace,False,11,-2.847441463986497,18.181818181818183,-1.9693858579862258
2024,12,QB,05_coach_scheme_isolated,pace,False,11,-2.8340371217350304,36.36363636363637,-1.685380475895967
2024,12,QB,06_trade_team_change_isolated,pace,False,11,-5.374058223676462,27.27272727272727,-2.0535889819974065
2024,12,QB,07_opportunity_competition_isolated,pace,False,11,-2.9200347654258607,27.27272727272727,-2.1750865458061948
2025,12,QB,02_role_isolated,pace,False,12,-2.400028228934627,25.0,0.7485969496839413
2025,12,QB,05_coach_scheme_isolated,pace,False,12,-3.1931019865236876,33.33333333333333,-1.6313626484638164
2025,12,QB,06_trade_team_change_isolated,pace,False,12,-5.260927467249807,25.0,-1.9748837942889679
2025,12,QB,07_opportunity_competition_isolated,pace,False,12,-2.3016347955181478,33.33333333333333,0.6073299141030629
2014,4,RB,02_role_isolated,production_usage,False,1,0.35453919035531495,100.0,0.35453919035531495
2014,4,RB,04_qb_environment_isolated,production_usage,False,1,0.033386186140008864,100.0,0.033386186140008864
2014,4,RB,05_coach_scheme_isolated,production_usage,False,1,-1.1948900187359257,0.0,-1.1948900187359257
2014,4,RB,06_trade_team_change_isolated,production_usage,False,1,0.03320694280003009,100.0,0.03320694280003009
2014,4,RB,07_opportunity_competition_isolated,production_usage,False,1,0.4100421564592658,100.0,0.4100421564592658
2015,4,RB,02_role_isolated,production_usage,False,2,-3.420702082175987,50.0,-3.4207020821759473
2015,4,RB,04_qb_environment_isolated,production_usage,False,2,-4.908510575698285,50.0,-4.908510575698245
2015,4,RB,05_coach_scheme_isolated,production_usage,False,2,-7.005168227018653,0.0,-7.005168227018638
2015,4,RB,06_trade_team_change_isolated,production_usage,False,2,-2.4316366432978223,50.0,-2.4316366432977827
2015,4,RB,07_opportunity_competition_isolated,production_usage,False,2,-2.4537778046390835,50.0,-2.4537778046390697
2016,4,RB,02_role_isolated,production_usage,False,3,-0.7925248289226863,66.66666666666666,-0.7449492104989571
2016,4,RB,04_qb_environment_isolated,production_usage,False,3,-1.4900332843245945,66.66666666666666,-1.4281515482265912
2016,4,RB,05_coach_scheme_isolated,production_usage,False,3,-4.925249246259935,0.0,-4.887598272887259
2016,4,RB,06_trade_team_change_isolated,production_usage,False,3,-1.810321280604238,33.33333333333333,-1.7990741462719768
2016,4,RB,07_opportunity_competition_isolated,production_usage,False,3,-2.578215186914736,33.33333333333333,-2.580467769159522
2017,4,RB,02_role_isolated,production_usage,True,4,0.8225756557338785,75.0,0.8170311305291688
2017,4,RB,04_qb_environment_isolated,production_usage,True,4,0.6045951728479326,75.0,0.5975378831759894
